date,Battery (Charging) -  MW,Pumps -  MW,Coal (Brown) -  MW,Coal (Black) -  MW,Bioenergy (Biogas) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2023-09-15 14:30,-131.87,-875.52,2547.00,5934.83,29.27,25.95,0.05,41.67,121.22,29.31,0.00,62.67,53.04,349.32,2625.67,4133.17,9216.75,0.00,-50.74
2023-09-15 15:00,-174.25,-516.08,2544.67,6285.67,29.72,26.75,0.05,41.17,150.82,28.91,0.00,65.41,52.59,388.63,2613.33,4319.17,8187.00,0.00,-64.41
2023-09-15 15:30,-67.42,-442.58,2554.00,6583.00,29.61,24.22,0.05,41.83,261.05,29.89,0.00,62.75,85.28,409.88,2811.67,4742.33,6946.42,0.00,-35.01
2023-09-15 16:00,-58.08,-200.15,2573.83,7408.83,29.63,23.65,0.08,42.00,314.28,29.43,0.00,65.66,28.60,426.88,3165.67,4641.67,5501.42,0.00,-46.73
2023-09-15 16:30,-67.31,0.00,2767.67,8463.67,29.64,27.87,0.08,41.17,405.78,29.18,0.00,65.91,86.30,454.95,3494.50,4131.67,3931.67,0.00,-45.90
2023-09-15 17:00,-78.54,0.00,2953.17,9996.50,29.43,34.17,0.08,40.67,530.98,35.29,0.00,65.71,64.17,935.00,3584.00,3160.50,2394.03,0.00,38.68
2023-09-15 17:30,-45.02,0.00,3562.17,11123.83,29.52,37.62,0.08,43.17,716.27,46.33,0.00,66.39,111.20,2438.00,3173.33,1324.83,1141.27,0.00,65.58
2023-09-15 18:00,-17.57,0.00,3843.17,11897.00,29.36,42.77,0.08,73.83,937.20,128.25,0.00,66.98,379.03,3222.17,2758.00,229.47,370.77,0.00,153.10
2023-09-15 18:30,-0.58,0.00,3901.67,12037.50,29.19,45.83,0.08,70.50,1106.67,323.27,0.00,67.68,322.90,3332.67,2812.33,15.73,70.44,0.00,129.80
2023-09-15 19:00,-2.83,0.00,3905.50,12010.33,29.41,44.33,0.08,120.33,1142.83,302.10,0.00,65.85,291.40,3123.67,3044.00,3.90,5.71,0.00,101.70
2023-09-15 19:30,-3.68,0.00,3917.17,11991.83,27.80,37.78,0.05,125.83,1151.00,302.95,0.00,65.62,171.59,2562.50,3336.33,4.44,0.01,0.00,87.77
2023-09-15 20:00,-25.52,0.00,3919.33,11722.50,26.24,40.28,-0.05,127.67,1101.50,265.98,0.00,65.53,76.11,2354.17,3494.33,4.91,0.00,0.00,79.19
2023-09-15 20:30,-20.84,0.00,3924.33,11451.67,26.08,36.52,-0.06,114.50,1029.00,207.83,48.90,65.71,35.97,2295.00,3493.17,6.29,0.00,0.00,71.89
2023-09-15 21:00,-9.16,0.00,3924.33,11283.67,26.09,35.82,-0.01,62.17,1023.83,171.45,122.07,65.63,40.98,2129.00,3449.83,6.47,0.00,0.00,63.13
2023-09-15 21:30,-4.53,0.00,3901.50,10917.67,26.41,38.17,-0.02,58.67,1008.98,124.44,114.24,67.43,76.70,2158.33,3428.17,6.62,0.00,0.00,76.72
2023-09-15 22:00,-12.94,0.00,3904.67,10576.83,26.47,41.78,-0.10,61.50,995.60,87.91,97.93,68.00,62.82,2043.33,3497.50,6.61,0.00,0.00,68.38
2023-09-15 22:30,-10.82,0.00,3909.17,10275.33,26.43,40.05,-0.08,70.17,1039.17,84.53,0.00,68.21,88.79,2038.33,3632.17,6.60,0.00,0.00,85.08
2023-09-15 23:00,-2.99,0.00,3912.33,10052.17,26.60,36.75,-0.03,90.50,1148.33,54.56,0.00,70.98,26.31,1959.83,3646.33,6.62,0.00,0.00,83.67
2023-09-15 23:30,-34.59,0.00,3906.00,10173.83,26.22,42.43,-0.08,133.67,1120.80,30.57,0.00,71.23,32.43,1892.67,3497.67,6.62,0.00,0.00,71.16
2023-09-16 00:00,-10.57,0.00,3910.83,10063.17,26.30,44.43,-0.10,139.50,796.90,30.75,0.00,71.15,46.62,1823.67,3528.67,6.60,0.00,0.00,69.85
2023-09-16 00:30,-0.53,0.00,3914.33,9699.50,26.09,40.98,7.60,93.00,758.68,30.38,0.00,71.23,80.16,1688.67,3554.50,6.61,0.00,0.00,67.70
2023-09-16 01:00,-12.17,0.00,3907.00,9433.67,26.24,41.42,-0.03,117.17,584.23,30.09,0.00,71.23,37.79,1562.17,3717.83,6.62,0.00,0.00,89.76
2023-09-16 01:30,-15.96,0.00,3766.67,9175.50,26.24,41.88,0.00,107.00,501.27,30.70,0.00,71.23,20.85,1474.00,3838.17,6.62,0.00,0.00,75.42
2023-09-16 02:00,-19.01,0.00,3432.00,8811.83,24.33,42.40,-0.02,78.00,496.00,30.74,0.00,71.30,12.03,1514.00,3982.50,6.63,0.00,0.00,69.59
2023-09-16 02:30,-8.40,0.00,3301.33,8440.50,24.35,40.40,0.00,62.00,480.15,25.79,0.00,72.15,27.93,1529.33,4072.00,6.61,0.00,0.00,61.78
2023-09-16 03:00,-19.15,0.00,3199.33,8255.00,24.28,38.00,0.00,60.33,490.85,-0.30,0.00,72.24,14.27,1521.17,4115.67,6.61,0.00,0.00,73.78
2023-09-16 03:30,-25.79,0.00,3161.00,8185.00,26.35,41.20,0.00,51.33,477.32,-0.68,0.00,70.65,19.09,1458.33,4096.17,6.62,0.00,0.00,26.28
2023-09-16 04:00,-38.05,0.00,3144.50,8044.50,26.68,38.93,0.00,40.67,475.10,-0.72,0.00,70.74,15.91,1512.33,4078.17,6.62,0.00,0.00,22.28
2023-09-16 04:30,-8.91,0.00,3107.33,8166.50,27.17,41.60,0.00,40.67,473.90,-0.76,0.00,72.03,15.58,1397.50,4050.17,6.61,0.00,0.00,22.52
2023-09-16 05:00,-9.08,0.00,3104.67,8399.67,27.49,41.12,-0.05,40.50,475.53,-0.51,0.00,72.30,6.81,1431.00,3925.50,6.63,0.00,0.00,22.78
2023-09-16 05:30,-12.09,0.00,3127.83,8590.00,27.24,41.73,-0.10,40.67,475.20,-0.36,0.00,71.96,8.37,1526.83,3929.50,6.62,0.76,0.00,34.60
2023-09-16 06:00,-4.22,0.00,3115.83,8659.17,29.07,38.17,-0.07,40.83,474.83,-0.37,0.00,72.18,5.33,1627.83,4051.83,12.59,24.07,0.00,26.73
2023-09-16 06:30,-23.25,0.00,3087.00,8631.17,28.92,42.20,-0.02,40.00,471.67,-0.68,0.00,72.35,6.95,1533.83,4207.67,289.57,235.13,0.00,38.50
2023-09-16 07:00,-73.23,-49.23,3024.17,7659.33,28.84,41.12,-0.08,40.50,472.48,-0.47,0.00,72.37,7.82,1141.60,4265.00,1472.32,921.06,0.00,-0.07
2023-09-16 07:30,-146.67,-372.90,2787.83,6918.83,24.95,33.33,-0.10,41.50,465.93,0.24,0.00,72.23,1.82,716.98,4128.50,2732.83,2107.25,0.00,-44.06
2023-09-16 08:00,-211.03,-772.30,2568.67,6500.67,24.96,29.63,-0.05,40.83,313.13,16.58,0.00,71.27,0.48,521.22,3758.50,3911.17,3630.92,0.00,-38.35
2023-09-16 08:30,-256.15,-884.15,2543.00,6207.50,24.38,26.48,0.00,41.00,132.72,30.38,0.00,70.40,0.73,489.98,3540.83,4008.67,5215.33,0.00,-41.79
2023-09-16 09:00,-211.65,-881.53,2556.17,5999.67,24.45,24.73,-0.10,42.17,117.77,30.57,0.00,70.76,0.82,475.60,3138.50,3652.00,6710.92,0.00,-45.24
